STATE,month,STAT_CAUSE_DESCR,size,id,val
MT,1,Arson,6,MT,30
MT,4,Railroad,5,MT,30
MT,9,Smoking,5,MT,30
MT,5,Fireworks,5,MT,30
MT,3,Powerline,5,MT,30
MT,3,Lightning,5,MT,30
MT,6,Smoking,5,MT,30
MT,10,Powerline,5,MT,30
MT,11,Lightning,5,MT,30
MT,1,Campfire,4,MT,30
MT,3,Smoking,4,MT,30
MT,4,Fireworks,4,MT,30
MT,4,Powerline,4,MT,30
MT,8,Structure,4,MT,30
MT,1,Children,3,MT,30
MT,3,Fireworks,3,MT,30
MT,10,Smoking,3,MT,30
MT,11,Equipment Use,3,MT,30
MT,12,Debris Burning,3,MT,30
MT,12,Arson,3,MT,30
MT,1,Powerline,2,MT,30
MT,1,Fireworks,2,MT,30
MT,6,Structure,2,MT,30
MT,12,Powerline,2,MT,30
MT,12,Miscellaneous,2,MT,30
MT,4,Structure,2,MT,30
MT,4,Smoking,2,MT,30
MT,5,Structure,2,MT,30
MT,2,Fireworks,1,MT,30
MT,2,Lightning,1,MT,30
MT,2,Railroad,1,MT,30
MT,3,Structure,1,MT,30
MT,1,Equipment Use,1,MT,30
MT,1,Railroad,1,MT,30
MT,2,Children,1,MT,30
MT,2,Debris Burning,1,MT,30
MT,10,Railroad,1,MT,30
MT,10,Structure,1,MT,30
MT,11,Powerline,1,MT,30
MT,12,Equipment Use,1,MT,30
MT,12,Lightning,1,MT,30
MT,12,Structure,1,MT,30
AZ,7,Lightning,1662,AZ,4
AZ,8,Lightning,957,AZ,4
AZ,6,Miscellaneous,477,AZ,4
AZ,5,Miscellaneous,447,AZ,4
AZ,6,Lightning,380,AZ,4
AZ,4,Miscellaneous,269,AZ,4
AZ,9,Lightning,259,AZ,4
AZ,7,Miscellaneous,180,AZ,4
AZ,3,Miscellaneous,157,AZ,4
AZ,5,Campfire,153,AZ,4
AZ,6,Arson,147,AZ,4
AZ,6,Equipment Use,99,AZ,4
AZ,10,Miscellaneous,99,AZ,4
AZ,4,Campfire,96,AZ,4
AZ,1,Miscellaneous,95,AZ,4
AZ,11,Miscellaneous,91,AZ,4
AZ,5,Arson,87,AZ,4
AZ,8,Miscellaneous,87,AZ,4
AZ,6,Campfire,85,AZ,4
AZ,3,Arson,82,AZ,4
AZ,5,Lightning,82,AZ,4
AZ,2,Miscellaneous,77,AZ,4
AZ,4,Arson,73,AZ,4
AZ,5,Equipment Use,64,AZ,4
AZ,3,Campfire,58,AZ,4
AZ,5,Debris Burning,58,AZ,4
AZ,6,Debris Burning,57,AZ,4
AZ,9,Miscellaneous,56,AZ,4
AZ,7,Arson,55,AZ,4
AZ,12,Miscellaneous,52,AZ,4
AZ,4,Debris Burning,51,AZ,4
AZ,10,Lightning,50,AZ,4
AZ,7,Campfire,45,AZ,4
AZ,2,Arson,45,AZ,4
AZ,4,Equipment Use,42,AZ,4
AZ,7,Debris Burning,37,AZ,4
AZ,3,Debris Burning,36,AZ,4
AZ,9,Campfire,35,AZ,4
AZ,3,Equipment Use,34,AZ,4
AZ,8,Campfire,32,AZ,4
AZ,7,Equipment Use,30,AZ,4
AZ,2,Campfire,29,AZ,4
AZ,2,Debris Burning,29,AZ,4
AZ,11,Campfire,29,AZ,4
AZ,10,Campfire,28,AZ,4
AZ,5,Children,27,AZ,4
AZ,6,Children,27,AZ,4
AZ,9,Arson,27,AZ,4
AZ,8,Equipment Use,25,AZ,4
AZ,4,Children,23,AZ,4
AZ,8,Arson,23,AZ,4
AZ,1,Arson,22,AZ,4
AZ,11,Arson,22,AZ,4
AZ,10,Arson,22,AZ,4
AZ,4,Lightning,21,AZ,4
AZ,5,Smoking,20,AZ,4
AZ,1,Debris Burning,19,AZ,4
AZ,1,Campfire,19,AZ,4
AZ,7,Fireworks,16,AZ,4
AZ,10,Equipment Use,15,AZ,4
AZ,12,Campfire,15,AZ,4
AZ,9,Debris Burning,15,AZ,4
AZ,12,Arson,15,AZ,4
AZ,6,Smoking,14,AZ,4
AZ,1,Equipment Use,13,AZ,4
AZ,11,Debris Burning,12,AZ,4
AZ,2,Equipment Use,11,AZ,4
AZ,8,Debris Burning,11,AZ,4
AZ,7,Children,9,AZ,4
AZ,9,Equipment Use,9,AZ,4
AZ,3,Children,9,AZ,4
AZ,12,Debris Burning,8,AZ,4
AZ,11,Equipment Use,7,AZ,4
AZ,2,Children,7,AZ,4
AZ,9,Children,6,AZ,4
AZ,12,Equipment Use,5,AZ,4
AZ,3,Smoking,5,AZ,4
AZ,3,Lightning,5,AZ,4
AZ,5,Powerline,5,AZ,4
AZ,6,Fireworks,5,AZ,4
AZ,10,Debris Burning,4,AZ,4
AZ,10,Children,4,AZ,4
AZ,8,Smoking,4,AZ,4
AZ,1,Lightning,4,AZ,4
AZ,4,Smoking,4,AZ,4
AZ,6,Powerline,4,AZ,4
AZ,6,Railroad,4,AZ,4
AZ,1,Children,3,AZ,4
AZ,5,Fireworks,3,AZ,4
AZ,2,Structure,3,AZ,4
AZ,2,Smoking,3,AZ,4
AZ,6,Structure,3,AZ,4
AZ,7,Smoking,3,AZ,4
AZ,11,Lightning,3,AZ,4
AZ,8,Children,3,AZ,4
AZ,4,Fireworks,2,AZ,4
AZ,7,Structure,2,AZ,4
AZ,10,Smoking,2,AZ,4
AZ,4,Powerline,2,AZ,4
AZ,7,Railroad,2,AZ,4
AZ,9,Structure,1,AZ,4
AZ,9,Smoking,1,AZ,4
AZ,8,Railroad,1,AZ,4
AZ,8,Fireworks,1,AZ,4
AZ,7,Powerline,1,AZ,4
AZ,5,Structure,1,AZ,4
AZ,11,Smoking,1,AZ,4
AZ,11,Structure,1,AZ,4
AZ,12,Smoking,1,AZ,4
AZ,12,Structure,1,AZ,4
AZ,1,Smoking,1,AZ,4
AZ,1,Railroad,1,AZ,4
AZ,1,Structure,1,AZ,4
AZ,5,Railroad,1,AZ,4
AZ,4,Structure,1,AZ,4
AZ,4,Railroad,1,AZ,4
AZ,2,Lightning,1,AZ,4
AZ,3,Railroad,1,AZ,4
FL,6,Lightning,1526,FL,12
FL,5,Lightning,1069,FL,12
FL,7,Lightning,816,FL,12
FL,2,Debris Burning,607,FL,12
FL,3,Debris Burning,574,FL,12
FL,1,Debris Burning,521,FL,12
FL,8,Lightning,475,FL,12
FL,3,Miscellaneous,460,FL,12
FL,5,Miscellaneous,387,FL,12
FL,4,Lightning,384,FL,12
FL,3,Arson,342,FL,12
FL,1,Miscellaneous,321,FL,12
FL,4,Miscellaneous,320,FL,12
FL,2,Miscellaneous,311,FL,12
FL,5,Debris Burning,297,FL,12
FL,4,Debris Burning,283,FL,12
FL,1,Arson,283,FL,12
FL,2,Arson,271,FL,12
FL,4,Arson,267,FL,12
FL,5,Arson,262,FL,12
FL,6,Miscellaneous,191,FL,12
FL,12,Debris Burning,166,FL,12
FL,11,Debris Burning,157,FL,12
FL,9,Lightning,153,FL,12
FL,1,Equipment Use,145,FL,12
FL,10,Debris Burning,144,FL,12
FL,5,Equipment Use,137,FL,12
FL,12,Arson,134,FL,12
FL,2,Equipment Use,129,FL,12
FL,12,Miscellaneous,129,FL,12
FL,6,Debris Burning,126,FL,12
FL,11,Miscellaneous,124,FL,12
FL,11,Arson,123,FL,12
FL,3,Children,121,FL,12
FL,3,Equipment Use,121,FL,12
FL,10,Miscellaneous,110,FL,12
FL,3,Lightning,109,FL,12
FL,6,Arson,108,FL,12
FL,4,Equipment Use,92,FL,12
FL,1,Campfire,92,FL,12
FL,3,Campfire,89,FL,12
FL,5,Campfire,85,FL,12
FL,7,Miscellaneous,80,FL,12
FL,11,Equipment Use,77,FL,12
FL,6,Equipment Use,70,FL,12
FL,2,Campfire,70,FL,12
FL,4,Campfire,67,FL,12
FL,3,Powerline,66,FL,12
FL,10,Equipment Use,64,FL,12
FL,2,Children,62,FL,12
FL,9,Debris Burning,62,FL,12
FL,1,Children,61,FL,12
FL,5,Children,61,FL,12
FL,5,Powerline,61,FL,12
FL,6,Powerline,60,FL,12
FL,4,Children,60,FL,12
FL,8,Debris Burning,58,FL,12
FL,10,Arson,58,FL,12
FL,7,Debris Burning,56,FL,12
FL,12,Equipment Use,54,FL,12
FL,9,Miscellaneous,48,FL,12
FL,8,Miscellaneous,46,FL,12
FL,9,Arson,45,FL,12
FL,2,Powerline,43,FL,12
FL,1,Powerline,40,FL,12
FL,7,Arson,37,FL,12
FL,4,Powerline,37,FL,12
FL,11,Campfire,35,FL,12
FL,9,Equipment Use,34,FL,12
FL,8,Equipment Use,33,FL,12
FL,12,Campfire,30,FL,12
FL,6,Campfire,27,FL,12
FL,8,Arson,27,FL,12
FL,11,Children,27,FL,12
FL,6,Children,26,FL,12
FL,7,Fireworks,26,FL,12
FL,12,Children,26,FL,12
FL,10,Campfire,25,FL,12
FL,1,Fireworks,25,FL,12
FL,2,Smoking,22,FL,12
FL,7,Equipment Use,21,FL,12
FL,11,Powerline,21,FL,12
FL,1,Lightning,20,FL,12
FL,3,Smoking,20,FL,12
FL,2,Structure,19,FL,12
FL,1,Smoking,18,FL,12
FL,2,Lightning,18,FL,12
FL,7,Powerline,18,FL,12
FL,8,Powerline,17,FL,12
FL,3,Railroad,16,FL,12
FL,10,Children,15,FL,12
FL,5,Railroad,15,FL,12
FL,4,Structure,15,FL,12
FL,1,Structure,13,FL,12
FL,7,Children,13,FL,12
FL,3,Structure,13,FL,12
FL,10,Lightning,13,FL,12
FL,10,Powerline,12,FL,12
FL,4,Railroad,11,FL,12
FL,9,Powerline,11,FL,12
FL,5,Fireworks,11,FL,12
FL,4,Smoking,10,FL,12
FL,5,Structure,9,FL,12
FL,6,Structure,9,FL,12
FL,7,Campfire,9,FL,12
FL,12,Powerline,9,FL,12
FL,8,Campfire,9,FL,12
FL,9,Campfire,9,FL,12
FL,11,Lightning,8,FL,12
FL,9,Children,8,FL,12
FL,11,Structure,8,FL,12
FL,5,Smoking,7,FL,12
FL,6,Smoking,7,FL,12
FL,10,Structure,7,FL,12
FL,9,Structure,6,FL,12
FL,10,Smoking,6,FL,12
FL,12,Fireworks,5,FL,12
FL,12,Smoking,5,FL,12
FL,12,Lightning,5,FL,12
FL,8,Children,5,FL,12
FL,1,Railroad,4,FL,12
FL,3,Fireworks,4,FL,12
FL,6,Fireworks,4,FL,12
FL,11,Railroad,4,FL,12
FL,12,Structure,4,FL,12
FL,8,Structure,3,FL,12
FL,4,Fireworks,3,FL,12
FL,2,Fireworks,3,FL,12
FL,12,Railroad,2,FL,12
FL,10,Railroad,2,FL,12
FL,9,Smoking,2,FL,12
FL,9,Fireworks,2,FL,12
FL,8,Smoking,2,FL,12
FL,8,Railroad,2,FL,12
FL,8,Fireworks,2,FL,12
FL,7,Railroad,2,FL,12
FL,2,Railroad,2,FL,12
FL,10,Fireworks,1,FL,12
FL,7,Structure,1,FL,12
FL,7,Smoking,1,FL,12
FL,6,Railroad,1,FL,12
FL,11,Smoking,1,FL,12
NC,3,Debris Burning,1509,NC,37
NC,4,Debris Burning,1027,NC,37
NC,2,Debris Burning,782,NC,37
NC,11,Debris Burning,731,NC,37
NC,1,Debris Burning,630,NC,37
NC,3,Arson,439,NC,37
NC,3,Miscellaneous,414,NC,37
NC,4,Arson,412,NC,37
NC,11,Miscellaneous,384,NC,37
NC,12,Debris Burning,373,NC,37
NC,2,Miscellaneous,332,NC,37
NC,1,Miscellaneous,301,NC,37
NC,4,Miscellaneous,294,NC,37
NC,5,Debris Burning,278,NC,37
NC,11,Arson,262,NC,37
NC,5,Arson,237,NC,37
NC,2,Arson,229,NC,37
NC,4,Equipment Use,201,NC,37
NC,3,Equipment Use,190,NC,37
NC,1,Arson,184,NC,37
NC,6,Debris Burning,181,NC,37
NC,10,Debris Burning,171,NC,37
NC,5,Miscellaneous,169,NC,37
NC,3,Children,165,NC,37
NC,11,Equipment Use,162,NC,37
NC,1,Equipment Use,156,NC,37
NC,12,Miscellaneous,147,NC,37
NC,7,Debris Burning,144,NC,37
NC,2,Equipment Use,133,NC,37
NC,4,Children,133,NC,37
NC,6,Arson,130,NC,37
NC,7,Lightning,125,NC,37
NC,6,Equipment Use,124,NC,37
NC,12,Arson,119,NC,37
NC,6,Miscellaneous,115,NC,37
NC,10,Arson,110,NC,37
NC,10,Equipment Use,103,NC,37
NC,10,Miscellaneous,99,NC,37
NC,7,Arson,99,NC,37
NC,5,Equipment Use,94,NC,37
NC,7,Miscellaneous,92,NC,37
NC,8,Debris Burning,90,NC,37
NC,9,Debris Burning,90,NC,37
NC,11,Children,88,NC,37
NC,3,Smoking,83,NC,37
NC,12,Equipment Use,80,NC,37
NC,2,Children,79,NC,37
NC,9,Arson,75,NC,37
NC,1,Children,75,NC,37
NC,9,Equipment Use,74,NC,37
NC,7,Equipment Use,73,NC,37
NC,9,Miscellaneous,63,NC,37
NC,8,Miscellaneous,60,NC,37
NC,5,Children,60,NC,37
NC,6,Lightning,60,NC,37
NC,8,Arson,50,NC,37
NC,8,Equipment Use,45,NC,37
NC,4,Smoking,44,NC,37
NC,7,Campfire,43,NC,37
NC,11,Smoking,41,NC,37
NC,4,Lightning,40,NC,37
NC,2,Smoking,40,NC,37
NC,4,Campfire,39,NC,37
NC,7,Fireworks,35,NC,37
NC,6,Children,35,NC,37
NC,12,Children,33,NC,37
NC,3,Campfire,32,NC,37
NC,1,Smoking,31,NC,37
NC,5,Lightning,26,NC,37
NC,11,Campfire,24,NC,37
NC,2,Campfire,23,NC,37
NC,8,Lightning,23,NC,37
NC,7,Children,23,NC,37
NC,9,Children,21,NC,37
NC,4,Railroad,20,NC,37
NC,3,Lightning,20,NC,37
NC,5,Campfire,20,NC,37
NC,10,Children,19,NC,37
NC,7,Smoking,19,NC,37
NC,12,Smoking,18,NC,37
NC,6,Smoking,17,NC,37
NC,3,Fireworks,16,NC,37
NC,7,Powerline,15,NC,37
NC,8,Powerline,14,NC,37
NC,1,Campfire,14,NC,37
NC,5,Smoking,13,NC,37
NC,3,Railroad,13,NC,37
NC,8,Smoking,13,NC,37
NC,9,Powerline,13,NC,37
NC,8,Children,12,NC,37
NC,10,Smoking,12,NC,37
NC,10,Campfire,11,NC,37
NC,2,Railroad,11,NC,37
NC,9,Lightning,10,NC,37
NC,8,Campfire,10,NC,37
NC,9,Campfire,10,NC,37
NC,11,Railroad,10,NC,37
NC,6,Campfire,9,NC,37
NC,4,Fireworks,8,NC,37
NC,1,Fireworks,8,NC,37
NC,6,Fireworks,8,NC,37
NC,11,Powerline,8,NC,37
NC,2,Fireworks,7,NC,37
NC,7,Railroad,6,NC,37
NC,9,Smoking,6,NC,37
NC,9,Railroad,6,NC,37
NC,8,Railroad,6,NC,37
NC,12,Fireworks,5,NC,37
NC,5,Fireworks,5,NC,37
NC,12,Campfire,5,NC,37
NC,10,Powerline,5,NC,37
NC,6,Railroad,4,NC,37
NC,9,Fireworks,4,NC,37
NC,10,Fireworks,4,NC,37
NC,10,Railroad,4,NC,37
NC,11,Fireworks,4,NC,37
NC,12,Powerline,4,NC,37
NC,3,Powerline,3,NC,37
NC,5,Powerline,3,NC,37
NC,5,Railroad,3,NC,37
NC,11,Structure,3,NC,37
NC,12,Structure,2,NC,37
NC,1,Powerline,2,NC,37
NC,6,Powerline,2,NC,37
NC,8,Structure,2,NC,37
NC,8,Fireworks,2,NC,37
NC,10,Lightning,2,NC,37
NC,5,Structure,2,NC,37
NC,10,Structure,1,NC,37
NC,9,Structure,1,NC,37
NC,11,Lightning,1,NC,37
NC,12,Railroad,1,NC,37
NC,7,Structure,1,NC,37
NC,2,Powerline,1,NC,37
NC,2,Structure,1,NC,37
NC,2,Lightning,1,NC,37
NM,7,Lightning,1364,NM,35
NM,8,Lightning,662,NM,35
NM,6,Lightning,501,NM,35
NM,3,Debris Burning,258,NM,35
NM,5,Campfire,131,NM,35
NM,4,Miscellaneous,127,NM,35
NM,5,Lightning,125,NM,35
NM,4,Debris Burning,124,NM,35
NM,9,Lightning,114,NM,35
NM,5,Equipment Use,113,NM,35
NM,6,Campfire,111,NM,35
NM,6,Equipment Use,107,NM,35
NM,4,Equipment Use,97,NM,35
NM,6,Miscellaneous,95,NM,35
NM,3,Miscellaneous,92,NM,35
NM,3,Equipment Use,83,NM,35
NM,5,Debris Burning,81,NM,35
NM,5,Miscellaneous,77,NM,35
NM,4,Arson,76,NM,35
NM,2,Debris Burning,74,NM,35
NM,6,Debris Burning,74,NM,35
NM,6,Arson,58,NM,35
NM,4,Campfire,57,NM,35
NM,3,Arson,56,NM,35
NM,4,Lightning,50,NM,35
NM,2,Equipment Use,49,NM,35
NM,5,Arson,43,NM,35
NM,7,Equipment Use,39,NM,35
NM,10,Lightning,36,NM,35
NM,7,Miscellaneous,36,NM,35
NM,4,Powerline,35,NM,35
NM,2,Miscellaneous,34,NM,35
NM,1,Debris Burning,32,NM,35
NM,5,Powerline,32,NM,35
NM,7,Arson,30,NM,35
NM,6,Powerline,29,NM,35
NM,8,Equipment Use,28,NM,35
NM,7,Campfire,28,NM,35
NM,5,Smoking,27,NM,35
NM,3,Campfire,27,NM,35
NM,9,Miscellaneous,24,NM,35
NM,6,Smoking,24,NM,35
NM,1,Equipment Use,23,NM,35
NM,4,Children,23,NM,35
NM,1,Miscellaneous,21,NM,35
NM,7,Debris Burning,21,NM,35
NM,3,Smoking,18,NM,35
NM,10,Campfire,18,NM,35
NM,10,Miscellaneous,17,NM,35
NM,5,Children,17,NM,35
NM,6,Children,17,NM,35
NM,9,Campfire,16,NM,35
NM,10,Equipment Use,16,NM,35
NM,8,Miscellaneous,16,NM,35
NM,4,Smoking,15,NM,35
NM,9,Equipment Use,15,NM,35
NM,2,Arson,14,NM,35
NM,11,Miscellaneous,14,NM,35
NM,8,Campfire,13,NM,35
NM,11,Equipment Use,13,NM,35
NM,7,Fireworks,12,NM,35
NM,2,Campfire,12,NM,35
NM,2,Smoking,11,NM,35
NM,6,Structure,11,NM,35
NM,12,Equipment Use,11,NM,35
NM,11,Arson,10,NM,35
NM,3,Children,10,NM,35
NM,8,Debris Burning,10,NM,35
NM,11,Campfire,10,NM,35
NM,12,Miscellaneous,9,NM,35
NM,3,Lightning,9,NM,35
NM,3,Powerline,9,NM,35
NM,12,Arson,8,NM,35
NM,12,Debris Burning,8,NM,35
NM,6,Fireworks,8,NM,35
NM,1,Arson,7,NM,35
NM,10,Arson,7,NM,35
NM,9,Debris Burning,7,NM,35
NM,7,Powerline,7,NM,35
NM,2,Fireworks,7,NM,35
NM,2,Powerline,7,NM,35
NM,8,Powerline,7,NM,35
NM,11,Debris Burning,6,NM,35
NM,1,Campfire,6,NM,35
NM,3,Railroad,6,NM,35
NM,3,Structure,5,NM,35
NM,5,Railroad,5,NM,35
NM,10,Debris Burning,5,NM,35
NM,4,Railroad,4,NM,35
NM,4,Structure,4,NM,35
NM,7,Smoking,4,NM,35
NM,8,Arson,4,NM,35
NM,11,Powerline,4,NM,35
NM,12,Powerline,3,NM,35
NM,6,Railroad,3,NM,35
NM,1,Powerline,3,NM,35
NM,1,Children,3,NM,35
NM,10,Powerline,3,NM,35
NM,11,Lightning,3,NM,35
NM,12,Campfire,3,NM,35
NM,3,Fireworks,2,NM,35
NM,2,Structure,2,NM,35
NM,2,Lightning,2,NM,35
NM,2,Children,2,NM,35
NM,1,Railroad,2,NM,35
NM,4,Fireworks,2,NM,35
NM,12,Lightning,2,NM,35
NM,9,Powerline,2,NM,35
NM,7,Railroad,2,NM,35
NM,7,Children,2,NM,35
NM,7,Structure,1,NM,35
NM,8,Children,1,NM,35
NM,9,Arson,1,NM,35
NM,10,Fireworks,1,NM,35
NM,10,Railroad,1,NM,35
NM,10,Smoking,1,NM,35
NM,11,Children,1,NM,35
NM,11,Smoking,1,NM,35
NM,5,Structure,1,NM,35
NM,5,Fireworks,1,NM,35
NM,1,Smoking,1,NM,35
NM,2,Railroad,1,NM,35
NM,12,Smoking,1,NM,35
AL,3,Miscellaneous,1350,AL,1
AL,2,Miscellaneous,782,AL,1
AL,1,Miscellaneous,709,AL,1
AL,11,Miscellaneous,666,AL,1
AL,10,Miscellaneous,492,AL,1
AL,4,Miscellaneous,413,AL,1
AL,12,Miscellaneous,375,AL,1
AL,3,Arson,368,AL,1
AL,2,Debris Burning,323,AL,1
AL,5,Miscellaneous,312,AL,1
AL,9,Miscellaneous,257,AL,1
AL,6,Miscellaneous,243,AL,1
AL,2,Arson,238,AL,1
AL,8,Miscellaneous,214,AL,1
AL,7,Miscellaneous,203,AL,1
AL,11,Arson,180,AL,1
AL,1,Debris Burning,152,AL,1
AL,4,Arson,147,AL,1
AL,3,Debris Burning,145,AL,1
AL,1,Arson,142,AL,1
AL,10,Debris Burning,109,AL,1
AL,6,Arson,91,AL,1
AL,10,Arson,89,AL,1
AL,5,Debris Burning,84,AL,1
AL,5,Arson,83,AL,1
AL,7,Lightning,82,AL,1
AL,12,Arson,81,AL,1
AL,6,Lightning,77,AL,1
AL,6,Debris Burning,75,AL,1
AL,8,Arson,70,AL,1
AL,8,Debris Burning,60,AL,1
AL,9,Arson,59,AL,1
AL,7,Arson,53,AL,1
AL,11,Debris Burning,53,AL,1
AL,9,Debris Burning,51,AL,1
AL,10,Equipment Use,48,AL,1
AL,5,Equipment Use,46,AL,1
AL,9,Equipment Use,45,AL,1
AL,11,Equipment Use,43,AL,1
AL,4,Debris Burning,42,AL,1
AL,6,Equipment Use,42,AL,1
AL,8,Equipment Use,38,AL,1
AL,2,Equipment Use,36,AL,1
AL,1,Equipment Use,35,AL,1
AL,3,Equipment Use,34,AL,1
AL,8,Lightning,32,AL,1
AL,3,Powerline,30,AL,1
AL,4,Equipment Use,22,AL,1
AL,12,Equipment Use,22,AL,1
AL,12,Debris Burning,21,AL,1
AL,5,Lightning,21,AL,1
AL,2,Powerline,20,AL,1
AL,4,Powerline,19,AL,1
AL,8,Powerline,18,AL,1
AL,11,Campfire,16,AL,1
AL,9,Lightning,16,AL,1
AL,7,Equipment Use,16,AL,1
AL,7,Fireworks,15,AL,1
AL,6,Powerline,15,AL,1
AL,6,Structure,15,AL,1
AL,3,Structure,14,AL,1
AL,10,Powerline,14,AL,1
AL,7,Debris Burning,13,AL,1
AL,1,Fireworks,13,AL,1
AL,2,Campfire,13,AL,1
AL,1,Powerline,12,AL,1
AL,3,Campfire,12,AL,1
AL,1,Structure,11,AL,1
AL,3,Smoking,10,AL,1
AL,3,Children,10,AL,1
AL,2,Structure,9,AL,1
AL,12,Powerline,9,AL,1
AL,11,Powerline,9,AL,1
AL,5,Structure,9,AL,1
AL,6,Railroad,9,AL,1
AL,9,Powerline,8,AL,1
AL,10,Campfire,8,AL,1
AL,10,Children,8,AL,1
AL,12,Structure,8,AL,1
AL,5,Powerline,8,AL,1
AL,2,Children,8,AL,1
AL,4,Smoking,8,AL,1
AL,5,Children,7,AL,1
AL,1,Campfire,7,AL,1
AL,8,Structure,7,AL,1
AL,10,Structure,7,AL,1
AL,6,Campfire,7,AL,1
AL,4,Structure,6,AL,1
AL,6,Smoking,6,AL,1
AL,9,Structure,6,AL,1
AL,10,Smoking,6,AL,1
AL,1,Smoking,6,AL,1
AL,1,Children,6,AL,1
AL,11,Structure,6,AL,1
AL,4,Lightning,5,AL,1
AL,8,Campfire,5,AL,1
AL,7,Children,5,AL,1
AL,7,Campfire,5,AL,1
AL,6,Children,5,AL,1
AL,4,Campfire,5,AL,1
AL,2,Smoking,4,AL,1
AL,7,Smoking,4,AL,1
AL,8,Smoking,4,AL,1
AL,11,Children,4,AL,1
AL,11,Smoking,4,AL,1
AL,7,Structure,3,AL,1
AL,8,Children,3,AL,1
AL,12,Campfire,3,AL,1
AL,8,Railroad,3,AL,1
AL,5,Campfire,3,AL,1
AL,4,Children,3,AL,1
AL,10,Railroad,3,AL,1
AL,11,Lightning,2,AL,1
AL,7,Powerline,2,AL,1
AL,3,Lightning,2,AL,1
AL,7,Railroad,2,AL,1
AL,9,Children,2,AL,1
AL,9,Railroad,2,AL,1
AL,3,Railroad,2,AL,1
AL,4,Fireworks,2,AL,1
AL,5,Railroad,2,AL,1
AL,5,Smoking,2,AL,1
AL,9,Smoking,1,AL,1
AL,9,Fireworks,1,AL,1
AL,9,Campfire,1,AL,1
AL,5,Fireworks,1,AL,1
AL,4,Railroad,1,AL,1
AL,2,Railroad,1,AL,1
AL,10,Fireworks,1,AL,1
AL,11,Railroad,1,AL,1
AL,2,Fireworks,1,AL,1
AL,1,Lightning,1,AL,1
CO,7,Lightning,1313,CO,8
CO,8,Lightning,815,CO,8
CO,6,Lightning,533,CO,8
CO,6,Miscellaneous,482,CO,8
CO,5,Miscellaneous,321,CO,8
CO,3,Miscellaneous,310,CO,8
CO,7,Miscellaneous,305,CO,8
CO,4,Miscellaneous,271,CO,8
CO,9,Lightning,246,CO,8
CO,8,Miscellaneous,185,CO,8
CO,1,Miscellaneous,179,CO,8
CO,2,Miscellaneous,147,CO,8
CO,9,Miscellaneous,145,CO,8
CO,6,Campfire,144,CO,8
CO,5,Lightning,128,CO,8
CO,7,Campfire,107,CO,8
CO,8,Campfire,84,CO,8
CO,9,Campfire,75,CO,8
CO,10,Miscellaneous,75,CO,8
CO,5,Campfire,74,CO,8
CO,10,Lightning,65,CO,8
CO,11,Miscellaneous,50,CO,8
CO,6,Equipment Use,47,CO,8
CO,6,Smoking,46,CO,8
CO,4,Lightning,45,CO,8
CO,6,Arson,41,CO,8
CO,10,Campfire,40,CO,8
CO,3,Smoking,34,CO,8
CO,4,Debris Burning,34,CO,8
CO,7,Equipment Use,33,CO,8
CO,3,Campfire,32,CO,8
CO,5,Smoking,30,CO,8
CO,4,Campfire,28,CO,8
CO,3,Equipment Use,27,CO,8
CO,7,Fireworks,26,CO,8
CO,4,Smoking,24,CO,8
CO,4,Equipment Use,23,CO,8
CO,5,Equipment Use,20,CO,8
CO,8,Equipment Use,20,CO,8
CO,3,Debris Burning,20,CO,8
CO,5,Debris Burning,17,CO,8
CO,6,Debris Burning,15,CO,8
CO,9,Equipment Use,15,CO,8
CO,4,Arson,14,CO,8
CO,2,Equipment Use,14,CO,8
CO,11,Debris Burning,13,CO,8
CO,9,Smoking,12,CO,8
CO,12,Miscellaneous,12,CO,8
CO,1,Smoking,12,CO,8
CO,7,Debris Burning,11,CO,8
CO,7,Arson,11,CO,8
CO,7,Smoking,11,CO,8
CO,1,Equipment Use,10,CO,8
CO,5,Arson,10,CO,8
CO,3,Arson,10,CO,8
CO,2,Smoking,10,CO,8
CO,2,Arson,9,CO,8
CO,8,Smoking,8,CO,8
CO,10,Equipment Use,8,CO,8
CO,1,Campfire,8,CO,8
CO,11,Campfire,8,CO,8
CO,2,Debris Burning,8,CO,8
CO,10,Arson,8,CO,8
CO,6,Fireworks,8,CO,8
CO,1,Debris Burning,7,CO,8
CO,3,Lightning,7,CO,8
CO,2,Lightning,6,CO,8
CO,2,Campfire,6,CO,8
CO,11,Lightning,6,CO,8
CO,10,Smoking,6,CO,8
CO,8,Debris Burning,5,CO,8
CO,3,Children,5,CO,8
CO,5,Railroad,5,CO,8
CO,1,Fireworks,4,CO,8
CO,4,Fireworks,4,CO,8
CO,7,Children,4,CO,8
CO,8,Children,4,CO,8
CO,8,Powerline,4,CO,8
CO,9,Debris Burning,4,CO,8
CO,3,Fireworks,3,CO,8
CO,1,Lightning,3,CO,8
CO,11,Arson,3,CO,8
CO,11,Equipment Use,3,CO,8
CO,10,Debris Burning,3,CO,8
CO,5,Fireworks,3,CO,8
CO,6,Children,3,CO,8
CO,9,Arson,3,CO,8
CO,8,Arson,3,CO,8
CO,8,Fireworks,3,CO,8
CO,1,Arson,2,CO,8
CO,10,Railroad,2,CO,8
CO,11,Fireworks,2,CO,8
CO,6,Powerline,2,CO,8
CO,6,Railroad,2,CO,8
CO,1,Railroad,1,CO,8
